precisions	recalls
0.031301677297424994	1.0
0.031187241582988776	0.9962264150943396
0.031190926275992438	0.9962264150943396
0.03119461183977313	0.9962264150943396
0.031198298274639564	0.9962264150943396
0.031201985580900603	0.9962264150943396
0.031205673758865248	0.9962264150943396
0.031209362808842653	0.9962264150943396
0.031213052731142114	0.9962264150943396
0.031216743526073076	0.9962264150943396
0.03122043519394513	0.9962264150943396
0.031224127735068007	0.9962264150943396
0.031227821149751596	0.9962264150943396
0.031231515438305928	0.9962264150943396
0.031235210601041175	0.9962264150943396
0.03123890663826766	0.9962264150943396
0.031242603550295858	0.9962264150943396
0.03124630133743638	0.9962264150943396
0.03125	0.9962264150943396
0.03125369953829762	0.9962264150943396
0.031257399952640305	0.9962264150943396
0.03126110124333925	0.9962264150943396
0.031264803410705824	0.9962264150943396
0.03126850645505152	0.9962264150943396
0.03127221037668799	0.9962264150943396
0.031275915175927024	0.9962264150943396
0.031279620853080566	0.9962264150943396
0.031283327408460716	0.9962264150943396
0.03128703484237971	0.9962264150943396
0.03129074315514994	0.9962264150943396
0.031294452347083924	0.9962264150943396
0.03129816241849437	0.9962264150943396
0.031301873369694096	0.9962264150943396
0.031305585200996085	0.9962264150943396
0.031309297912713474	0.9962264150943396
0.03131301150515953	0.9962264150943396
0.03131672597864769	0.9962264150943396
0.03132044133349152	0.9962264150943396
0.03132415757000474	0.9962264150943396
0.03132787468850125	0.9962264150943396
0.031331592689295036	0.9962264150943396
0.031335311572700295	0.9962264150943396
0.03133903133903134	0.9962264150943396
0.03134275198860263	0.9962264150943396
0.031346473521728806	0.9962264150943396
0.031350195938724616	0.9962264150943396
0.031353919239904986	0.9962264150943396
0.03135764342558499	0.9962264150943396
0.03136136849607983	0.9962264150943396
0.031365094451704885	0.9962264150943396
0.03136882129277566	0.9962264150943396
0.03137254901960784	0.9962264150943396
0.031376277632517234	0.9962264150943396
0.0313800071318198	0.9962264150943396
0.03138373751783167	0.9962264150943396
0.0313874687908691	0.9962264150943396
0.03139120095124851	0.9962264150943396
0.03139493399928648	0.9962264150943396
0.03139866793529972	0.9962264150943396
0.03140240275960509	0.9962264150943396
0.03140613847251963	0.9962264150943396
0.0314098750743605	0.9962264150943396
0.031413612565445025	0.9962264150943396
0.03141735094609068	0.9962264150943396
0.03142109021661509	0.9962264150943396
0.03142483037733603	0.9962264150943396
0.03142857142857143	0.9962264150943396
0.03143231337063936	0.9962264150943396
0.03143605620385806	0.9962264150943396
0.03143979992854591	0.9962264150943396
0.03144354454502144	0.9962264150943396
0.03144729005360333	0.9962264150943396
0.031451036454610434	0.9962264150943396
0.03145478374836173	0.9962264150943396
0.03145853193517636	0.9962264150943396
0.031462281015373614	0.9962264150943396
0.03146603098927295	0.9962264150943396
0.03146978185719394	0.9962264150943396
0.031473533619456366	0.9962264150943396
