fprs	tprs
0.0	0.0
0.0	0.01694915254237288
0.00028818443804034583	0.01694915254237288
0.00028818443804034583	0.05084745762711865
0.0005763688760806917	0.05084745762711865
0.0005763688760806917	0.0847457627118644
0.001729106628242075	0.0847457627118644
0.001729106628242075	0.1016949152542373
0.0025936599423631124	0.1016949152542373
0.0025936599423631124	0.11864406779661017
0.0037463976945244955	0.11864406779661017
0.0037463976945244955	0.13559322033898305
0.004034582132564841	0.13559322033898305
0.004034582132564841	0.15254237288135594
0.006628242074927954	0.15254237288135594
0.006628242074927954	0.1694915254237288
0.007204610951008645	0.1694915254237288
0.007204610951008645	0.1864406779661017
0.007492795389048991	0.1864406779661017
0.007492795389048991	0.22033898305084745
0.011527377521613832	0.22033898305084745
0.011527377521613832	0.23728813559322035
0.01181556195965418	0.23728813559322035
0.01181556195965418	0.2542372881355932
0.012968299711815562	0.2542372881355932
0.012968299711815562	0.2711864406779661
0.014121037463976945	0.2711864406779661
0.014121037463976945	0.288135593220339
0.02968299711815562	0.288135593220339
0.02968299711815562	0.3050847457627119
0.03112391930835735	0.3050847457627119
0.03112391930835735	0.3220338983050847
0.037463976945244955	0.3220338983050847
0.037463976945244955	0.3389830508474576
0.03976945244956772	0.3389830508474576
0.03976945244956772	0.3559322033898305
0.044092219020172914	0.3559322033898305
0.044092219020172914	0.3728813559322034
0.04755043227665706	0.3728813559322034
0.04755043227665706	0.3898305084745763
0.04812680115273775	0.3898305084745763
0.04812680115273775	0.4067796610169492
0.05216138328530259	0.4067796610169492
0.05216138328530259	0.423728813559322
0.05446685878962536	0.423728813559322
0.05446685878962536	0.4576271186440678
0.059077809798270896	0.4576271186440678
0.059077809798270896	0.4745762711864407
0.059654178674351584	0.4745762711864407
0.059654178674351584	0.4915254237288136
0.06368876080691642	0.4915254237288136
0.06368876080691642	0.5084745762711864
0.06512968299711816	0.5084745762711864
0.06512968299711816	0.5254237288135594
0.07867435158501442	0.5254237288135594
0.07867435158501442	0.5423728813559322
0.07896253602305475	0.5423728813559322
0.07896253602305475	0.559322033898305
0.08674351585014409	0.559322033898305
0.08674351585014409	0.576271186440678
0.09221902017291066	0.576271186440678
0.09221902017291066	0.5932203389830508
0.10317002881844381	0.5932203389830508
0.10317002881844381	0.6101694915254238
0.11095100864553314	0.6101694915254238
0.11095100864553314	0.6271186440677966
0.11642651296829971	0.6271186440677966
0.11642651296829971	0.6440677966101694
0.14783861671469742	0.6440677966101694
0.14783861671469742	0.6610169491525424
0.1515850144092219	0.6610169491525424
0.1515850144092219	0.6779661016949152
0.15187319884726225	0.6779661016949152
0.15187319884726225	0.6949152542372882
0.18155619596541786	0.6949152542372882
0.18155619596541786	0.711864406779661
0.18818443804034582	0.711864406779661
0.18818443804034582	0.7288135593220338
0.1930835734870317	0.7288135593220338
0.1930835734870317	0.7457627118644068
0.20144092219020174	0.7457627118644068
0.20144092219020174	0.7627118644067796
0.20634005763688762	0.7627118644067796
0.20634005763688762	0.7796610169491526
0.20778097982708935	0.7796610169491526
0.20778097982708935	0.7966101694915254
0.2518731988472622	0.7966101694915254
0.2518731988472622	0.8135593220338984
0.2564841498559078	0.8135593220338984
0.2564841498559078	0.8305084745762712
0.25677233429394813	0.8305084745762712
0.25677233429394813	0.847457627118644
0.33342939481268014	0.847457627118644
0.33342939481268014	0.864406779661017
0.41585014409221904	0.864406779661017
0.41585014409221904	0.8813559322033898
0.4417867435158501	0.8813559322033898
0.4417867435158501	0.8983050847457628
0.5291066282420749	0.8983050847457628
0.5291066282420749	0.9152542372881356
0.552449567723343	0.9152542372881356
0.552449567723343	0.9322033898305084
0.5772334293948127	0.9322033898305084
0.5772334293948127	0.9491525423728814
0.5847262247838617	0.9491525423728814
0.5847262247838617	0.9661016949152542
0.585878962536023	0.9661016949152542
0.585878962536023	0.9830508474576272
0.7755043227665706	0.9830508474576272
0.7755043227665706	1.0
1.0	1.0
