fprs	tprs
0.0	0.0
0.0	0.020833333333333332
0.0	0.08333333333333333
0.0006944444444444445	0.08333333333333333
0.0006944444444444445	0.16666666666666666
0.001388888888888889	0.16666666666666666
0.001388888888888889	0.1875
0.002777777777777778	0.1875
0.002777777777777778	0.2916666666666667
0.003472222222222222	0.2916666666666667
0.003472222222222222	0.375
0.004166666666666667	0.375
0.004166666666666667	0.4166666666666667
0.004861111111111111	0.4166666666666667
0.004861111111111111	0.4375
0.005555555555555556	0.4375
0.005555555555555556	0.4583333333333333
0.00625	0.4583333333333333
0.00625	0.4791666666666667
0.008333333333333333	0.4791666666666667
0.008333333333333333	0.5208333333333334
0.009722222222222222	0.5208333333333334
0.009722222222222222	0.5416666666666666
0.02361111111111111	0.5416666666666666
0.02361111111111111	0.5625
0.02847222222222222	0.5625
0.02847222222222222	0.5833333333333334
0.03194444444444444	0.5833333333333334
0.03194444444444444	0.6041666666666666
0.035416666666666666	0.6041666666666666
0.035416666666666666	0.625
0.04861111111111111	0.625
0.04861111111111111	0.6458333333333334
0.050694444444444445	0.6458333333333334
0.050694444444444445	0.6666666666666666
0.059722222222222225	0.6666666666666666
0.059722222222222225	0.6875
0.0625	0.6875
0.0625	0.7083333333333334
0.08680555555555555	0.7083333333333334
0.08680555555555555	0.7291666666666666
0.10208333333333333	0.7291666666666666
0.10208333333333333	0.75
0.12916666666666668	0.75
0.12916666666666668	0.7708333333333334
0.13125	0.7708333333333334
0.13125	0.7916666666666666
0.14583333333333334	0.7916666666666666
0.14583333333333334	0.8125
0.20277777777777778	0.8125
0.20277777777777778	0.8333333333333334
0.30416666666666664	0.8333333333333334
0.30416666666666664	0.8541666666666666
0.4048611111111111	0.8541666666666666
0.4048611111111111	0.875
0.4166666666666667	0.875
0.4166666666666667	0.8958333333333334
0.45069444444444445	0.8958333333333334
0.45069444444444445	0.9166666666666666
0.45208333333333334	0.9166666666666666
0.45208333333333334	0.9375
0.5944444444444444	0.9375
0.5944444444444444	0.9583333333333334
0.7034722222222223	0.9583333333333334
0.7034722222222223	0.9791666666666666
0.7430555555555556	0.9791666666666666
0.7430555555555556	1.0
1.0	1.0
