fprs	tprs
0.0	0.0
0.0	0.018518518518518517
0.000744047619047619	0.018518518518518517
0.000744047619047619	0.05555555555555555
0.0018601190476190475	0.05555555555555555
0.0018601190476190475	0.09259259259259259
0.0026041666666666665	0.09259259259259259
0.0026041666666666665	0.1111111111111111
0.002976190476190476	0.1111111111111111
0.002976190476190476	0.14814814814814814
0.004464285714285714	0.14814814814814814
0.004464285714285714	0.16666666666666666
0.005208333333333333	0.16666666666666666
0.005208333333333333	0.18518518518518517
0.00744047619047619	0.18518518518518517
0.00744047619047619	0.2037037037037037
0.0078125	0.2037037037037037
0.0078125	0.25925925925925924
0.00818452380952381	0.25925925925925924
0.00818452380952381	0.2777777777777778
0.011532738095238096	0.2777777777777778
0.011532738095238096	0.2962962962962963
0.011904761904761904	0.2962962962962963
0.011904761904761904	0.3148148148148148
0.014508928571428572	0.3148148148148148
0.014508928571428572	0.3333333333333333
0.01525297619047619	0.3333333333333333
0.01525297619047619	0.35185185185185186
0.015625	0.35185185185185186
0.015625	0.37037037037037035
0.017485119047619048	0.37037037037037035
0.017485119047619048	0.3888888888888889
0.019717261904761904	0.3888888888888889
0.019717261904761904	0.42592592592592593
0.020461309523809524	0.42592592592592593
0.020461309523809524	0.4444444444444444
0.021205357142857144	0.4444444444444444
0.021205357142857144	0.46296296296296297
0.02194940476190476	0.46296296296296297
0.02194940476190476	0.48148148148148145
0.027901785714285716	0.48148148148148145
0.027901785714285716	0.5
0.029017857142857144	0.5
0.029017857142857144	0.5185185185185185
0.02976190476190476	0.5185185185185185
0.02976190476190476	0.5555555555555556
0.030133928571428572	0.5555555555555556
0.030133928571428572	0.5740740740740741
0.03162202380952381	0.5740740740740741
0.03162202380952381	0.5925925925925926
0.03236607142857143	0.5925925925925926
0.03236607142857143	0.6111111111111112
0.03273809523809524	0.6111111111111112
0.03273809523809524	0.6481481481481481
0.03608630952380952	0.6481481481481481
0.03608630952380952	0.6851851851851852
0.03943452380952381	0.6851851851851852
0.03943452380952381	0.7037037037037037
0.043154761904761904	0.7037037037037037
0.043154761904761904	0.7222222222222222
0.044270833333333336	0.7222222222222222
0.044270833333333336	0.7407407407407407
0.04575892857142857	0.7407407407407407
0.04575892857142857	0.7592592592592593
0.046130952380952384	0.7592592592592593
0.046130952380952384	0.7777777777777778
0.04650297619047619	0.7777777777777778
0.04650297619047619	0.7962962962962963
0.047619047619047616	0.7962962962962963
0.047619047619047616	0.8148148148148148
0.06361607142857142	0.8148148148148148
0.06696428571428571	0.8148148148148148
0.06733630952380952	0.8148148148148148
0.06733630952380952	0.8333333333333334
0.07105654761904762	0.8333333333333334
0.07105654761904762	0.8518518518518519
0.07738095238095238	0.8518518518518519
0.07738095238095238	0.8888888888888888
0.08519345238095238	0.8888888888888888
0.08854166666666667	0.8888888888888888
0.09375	0.8888888888888888
0.09375	0.9259259259259259
0.16183035714285715	0.9259259259259259
0.16183035714285715	0.9444444444444444
0.16741071428571427	0.9444444444444444
0.16741071428571427	0.9629629629629629
0.31026785714285715	0.9629629629629629
0.31026785714285715	0.9814814814814815
0.5985863095238095	0.9814814814814815
0.5985863095238095	1.0
0.7369791666666666	1.0
0.7399553571428571	1.0
0.8664434523809523	1.0
0.8697916666666666	1.0
1.0	1.0
